AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,SPORTS_STEP_NM,RECOMEND_MVM_NM,CALORIE_KCAL,EXERCISE_TIME_MIN
40대,정상,준비운동,누워 다리 들어올리기,70,10
40대,정상,준비운동,목 당기기,20,10
40대,정상,준비운동,무릎 높여 제자리 달리기,220,10
40대,정상,준비운동,점프 스쿼트,250,20
40대,정상,준비운동,옆구리 스트레칭,40,5
40대,정상,준비운동,준비운동 스트레칭,80,10
40대,정상,준비운동,줄넘기,300,10
40대,정상,준비운동,허리 스트레칭,40,10
40대,정상,본운동,계단 점프,250,30
40대,정상,본운동,누워서 밀기,120,30
40대,정상,본운동,레그 레이즈,120,15
40대,정상,본운동,달리기,300,40
40대,정상,본운동,무릎 높여 제자리 달리기,220,30
40대,정상,본운동,버피운동,350,30
40대,정상,본운동,이너 타이 수축,100,30
40대,정상,본운동,점프 스쿼트,250,20
40대,정상,본운동,플랭크,100,15
40대,정상,본운동,옆구리 스트레칭,40,5
40대,정상,본운동,윗몸올리기,150,30
40대,정상,마무리운동,가슴,180,10
40대,정상,마무리운동,어깨 앞쪽 스트레칭,30,10
40대,정상,마무리운동,계단 두발 뛰기,300,10
40대,정상,마무리운동,넙다리 안쪽 스트레칭,30,10
40대,정상,마무리운동,등,150,10
40대,정상,마무리운동,어깨 뒤쪽 스트레칭,30,10
40대,정상,마무리운동,매달려서 다리 들기,200,10
40대,정상,마무리운동,앉아서 밀기,150,10
40대,정상,마무리운동,옆구리 스트레칭,40,5
40대,정상,마무리운동,전신 스트레칭,50,10
40대,정상,마무리운동,좌식 동적 스트레칭,80,10
40대,정상,마무리운동,트레드밀에서 걷기,150,40
50대,1단계비만,준비운동,거북이 스트레칭,20,10
50대,1단계비만,준비운동,등,150,10
50대,1단계비만,준비운동,어깨 뒤쪽 스트레칭,30,10
50대,1단계비만,준비운동,목 스트레칭,20,5
50대,1단계비만,준비운동,빠르게 걷기,180,30
50대,1단계비만,준비운동,손목 펴기,20,10
50대,1단계비만,준비운동,굽히기,20,10
50대,1단계비만,준비운동,수영,250,45
50대,1단계비만,준비운동,준비운동 스트레칭,80,10
50대,1단계비만,준비운동,하체 스트레칭 1,40,10
50대,1단계비만,준비운동,흔들어 체조,50,10
50대,1단계비만,본운동,걷기,100,60
50대,1단계비만,본운동,계단 올라갔다 내려오기,250,30
50대,1단계비만,본운동,등척성 코어 운동,100,30
50대,1단계비만,본운동,카프 레이즈,100,30
50대,1단계비만,본운동,수영,250,45
50대,1단계비만,본운동,실내 자전거,180,30
50대,1단계비만,본운동,앉았다 일어서기,200,20
50대,1단계비만,본운동,플랭크,100,15
50대,1단계비만,본운동,엎드려서 팔 다리 들기,120,30
50대,1단계비만,본운동,짐볼 동적 스트레칭,100,30
50대,1단계비만,본운동,트레드밀에서 걷기,150,40
50대,1단계비만,마무리운동,거북이 스트레칭,20,10
50대,1단계비만,마무리운동,엉덩이 올리기,120,10
50대,1단계비만,마무리운동,넙다리 앞쪽 스트레칭,30,10
50대,1단계비만,마무리운동,무릎 높여 제자리 달리기,220,10
50대,1단계비만,마무리운동,전신 스트레칭,50,10
50대,1단계비만,마무리운동,하체 스트레칭 2,40,10
50대,1단계비만,마무리운동,상체 신전 운동,100,10
50대,1단계비만,마무리운동,흔들어 체조,50,10
50대,1단계비만,준비운동,가슴,180,10
50대,1단계비만,준비운동,어깨 앞쪽 스트레칭,30,10
50대,1단계비만,준비운동,거북이 스트레칭,20,10
50대,1단계비만,준비운동,계단 올라갔다 내려오기,250,10
50대,1단계비만,준비운동,등,150,10
50대,1단계비만,준비운동,어깨 뒤쪽 스트레칭,30,10
50대,1단계비만,준비운동,빠르게 걷기,180,30
50대,1단계비만,준비운동,실내 자전거,180,10
50대,1단계비만,준비운동,준비운동 스트레칭,80,10
50대,1단계비만,준비운동,소도구 동적 스트레칭,80,10
50대,1단계비만,준비운동,흔들어 체조,50,10
50대,1단계비만,본운동,달리기,300,40
50대,1단계비만,본운동,전신 활성화 걷기,180,30
50대,1단계비만,본운동,밴드 푸시,100,30
50대,1단계비만,본운동,수영,250,45
50대,1단계비만,본운동,플랭크,100,15
50대,1단계비만,본운동,윗몸올리기,150,30
50대,1단계비만,본운동,소도구 동적 스트레칭,80,30
50대,1단계비만,본운동,짐볼 동적 스트레칭,100,30
50대,1단계비만,본운동,턱걸이,250,15
50대,1단계비만,마무리운동,거북이 스트레칭,20,10
50대,1단계비만,마무리운동,엉덩이 올리기,120,10
50대,1단계비만,마무리운동,빠른 스텝,220,10
50대,1단계비만,마무리운동,폼롤러/마사지,30,10
50대,1단계비만,마무리운동,전신 스트레칭,50,10
50대,1단계비만,마무리운동,하체 스트레칭 2,40,10
50대,1단계비만,마무리운동,상체 신전 운동,100,10
50대,1단계비만,마무리운동,흔들어 체조,50,10
50대,2단계비만,준비운동,거북이 스트레칭,20,10
50대,2단계비만,준비운동,몸통 들어올리기,150,10
50대,2단계비만,준비운동,엉덩이 스트레칭,40,10
50대,2단계비만,준비운동,준비운동 스트레칭,80,10
50대,2단계비만,준비운동,하체 스트레칭 1,40,10
50대,2단계비만,준비운동,허리 스트레칭,40,10
50대,2단계비만,준비운동,흔들어 체조,50,10
50대,2단계비만,본운동,고정식 자전거 타기,200,45
50대,2단계비만,본운동,고정식 트레드밀에서 걷기,150,30
50대,2단계비만,본운동,물통으로 양팔 들어올리기,100,30
50대,2단계비만,본운동,밴드 머리 뒤로 들어올리기,120,30
50대,2단계비만,본운동,벽에서 팔굽혀 펴기,150,30
50대,2단계비만,본운동,플랭크,100,15
50대,2단계비만,마무리운동,거북이 스트레칭,20,10
50대,2단계비만,마무리운동,엉덩이 올리기,120,10
50대,2단계비만,마무리운동,전신 스트레칭,50,10
50대,2단계비만,마무리운동,점핑점핑해요,180,10
50대,2단계비만,마무리운동,하체 스트레칭 2,40,10
50대,2단계비만,마무리운동,상체 신전 운동,100,10
50대,2단계비만,마무리운동,흔들어 체조,50,10
50대,2단계비만,준비운동,거북이 스트레칭,20,10
50대,2단계비만,준비운동,빠르게 걷기,180,30
50대,2단계비만,준비운동,준비운동 스트레칭,80,10
50대,2단계비만,준비운동,전신 스트레칭,50,10
50대,2단계비만,준비운동,줄넘기,300,10
50대,2단계비만,준비운동,허리 스트레칭,40,10
50대,2단계비만,준비운동,흔들어 체조,50,10
50대,2단계비만,본운동,고정식 자전거 타기,200,45
50대,2단계비만,본운동,고정식 트레드밀에서 걷기,150,30
50대,2단계비만,본운동,밴드 머리 뒤로 들어올리기,120,30
50대,2단계비만,본운동,벽에서 팔굽혀 펴기,150,30
50대,2단계비만,본운동,플랭크,100,15
50대,2단계비만,본운동,빠른 스텝,220,30
50대,2단계비만,본운동,소도구 붙이기 운동,100,30
50대,2단계비만,마무리운동,거북이 스트레칭,20,10
50대,2단계비만,마무리운동,엉덩이 올리기,120,10
50대,2단계비만,마무리운동,전신 스트레칭,50,10
50대,2단계비만,마무리운동,점핑점핑해요,180,10
50대,2단계비만,마무리운동,하체 스트레칭 2,40,10
50대,2단계비만,마무리운동,상체 신전 운동,100,10
50대,2단계비만,마무리운동,흔들어 체조,50,10
50대,3단계비만,준비운동,깍지 끼고 상체 숙이기,40,10
50대,3단계비만,준비운동,아쿠아로빅-물당기기,200,10
50대,3단계비만,준비운동,밀기,120,10
50대,3단계비만,준비운동,아쿠아로빅-엉덩관절 회전하기,200,10
50대,3단계비만,준비운동,짐볼 앉아 양손 대각방향으로 들기,80,10
50대,3단계비만,준비운동,짐볼 앉아 한발 내딛기,120,10
50대,3단계비만,준비운동,회전근개 스트레칭,30,10
50대,3단계비만,본운동,목 스트레칭,20,5
50대,3단계비만,본운동,서서 다리 뒤로 차기,100,30
50대,3단계비만,본운동,수영,250,45
50대,3단계비만,본운동,아쿠아로빅-몸 기울이기,180,30
50대,3단계비만,본운동,회전하기,70,30
50대,3단계비만,본운동,아쿠아로빅-발 닿기,180,30
50대,3단계비만,본운동,줄넘기,300,30
50대,3단계비만,본운동,한발 서서 균형잡기,70,30
50대,3단계비만,마무리운동,밴드 걸고 앉아서 발등 굽힘,80,10
50대,3단계비만,마무리운동,밴드 잡고 누워서 다리 밀기,120,10
50대,3단계비만,마무리운동,아쿠아로빅-물당기기,200,10
50대,3단계비만,마무리운동,밀기,120,10
50대,3단계비만,마무리운동,아쿠아로빅-엉덩관절 회전하기,200,10
50대,3단계비만,마무리운동,아쿠아로빅-옆구리 늘리기,180,10
50대,3단계비만,준비운동,깍지 끼고 상체 숙이기,40,10
50대,3단계비만,준비운동,덩키 킥,100,10
50대,3단계비만,준비운동,아쿠아로빅-물당기기,200,10
50대,3단계비만,준비운동,밀기,120,10
50대,3단계비만,준비운동,아쿠아로빅-엉덩관절 회전하기,200,10
50대,3단계비만,준비운동,짐볼 앉아 양손 대각방향으로 들기,80,10
50대,3단계비만,준비운동,짐볼 앉아 한발 내딛기,120,10
50대,3단계비만,본운동,서서 균형잡으며 몸통 회전하기,100,30
50대,3단계비만,본운동,서서 다리 뒤로 차기,100,30
50대,3단계비만,본운동,수영,250,45
50대,3단계비만,본운동,아쿠아로빅-몸 기울이기,180,30
50대,3단계비만,본운동,회전하기,70,30
50대,3단계비만,본운동,아쿠아로빅-발 닿기,180,30
50대,3단계비만,본운동,한발 서서 균형잡기,70,30
50대,3단계비만,마무리운동,보조 턱걸이/랫 풀다운,200,10
50대,3단계비만,마무리운동,밴드 잡고 누워서 다리 밀기,120,10
50대,3단계비만,마무리운동,아쿠아로빅-엉덩관절 회전하기,200,10
50대,3단계비만,마무리운동,아쿠아로빅-옆구리 늘리기,180,10
50대,3단계비만,마무리운동,빠른 스텝,220,10
50대,비만전단계비만,준비운동,거북이 스트레칭,20,10
50대,비만전단계비만,준비운동,목 스트레칭,20,5
50대,비만전단계비만,준비운동,배스트레칭,30,10
50대,비만전단계비만,준비운동,아래 팔 스트레칭,30,10
50대,비만전단계비만,준비운동,앉아서 다리 굽히기,50,10
50대,비만전단계비만,준비운동,옆구리 스트레칭,40,5
50대,비만전단계비만,준비운동,준비운동 스트레칭,80,10
50대,비만전단계비만,준비운동,소도구 동적 스트레칭,80,10
50대,비만전단계비만,준비운동,하체 스트레칭 1,40,10
50대,비만전단계비만,준비운동,흔들어 체조,50,10
50대,비만전단계비만,본운동,등척성 코어 운동,100,30
50대,비만전단계비만,본운동,누워서 다리 들어올리기,100,30
50대,비만전단계비만,본운동,서서 다리로 탄력밴드 당기기 II,120,30
50대,비만전단계비만,본운동,플랭크,100,15
50대,비만전단계비만,본운동,엎드려서 팔 다리 들기,120,30
50대,비만전단계비만,본운동,옆구리 스트레칭,40,5
50대,비만전단계비만,본운동,트레드밀에서 걷기,150,40
50대,비만전단계비만,마무리운동,거북이 스트레칭,20,10
50대,비만전단계비만,마무리운동,넙다리 안쪽 스트레칭,30,10
50대,비만전단계비만,마무리운동,넙다리 앞쪽 스트레칭,30,10
50대,비만전단계비만,마무리운동,등,150,10
50대,비만전단계비만,마무리운동,어깨 뒤쪽 스트레칭,30,10
50대,비만전단계비만,마무리운동,목 스트레칭,20,5
50대,비만전단계비만,마무리운동,무릎 높여 제자리 달리기,220,10
50대,비만전단계비만,마무리운동,옆구리 스트레칭,40,5
50대,비만전단계비만,마무리운동,준비운동 스트레칭,80,10
50대,비만전단계비만,마무리운동,상체 신전 운동,100,10
50대,비만전단계비만,마무리운동,흔들어 체조,50,10
50대,비만전단계비만,준비운동,가슴,180,10
50대,비만전단계비만,준비운동,어깨 앞쪽 스트레칭,30,10
50대,비만전단계비만,준비운동,거북이 스트레칭,20,10
50대,비만전단계비만,준비운동,넙다리 뒤쪽 스트레칭,30,10
50대,비만전단계비만,준비운동,등,150,10
50대,비만전단계비만,준비운동,어깨 뒤쪽 스트레칭,30,10
50대,비만전단계비만,준비운동,빠르게 걷기,180,30
50대,비만전단계비만,준비운동,옆구리 스트레칭,40,5
50대,비만전단계비만,준비운동,준비운동 스트레칭,80,10
50대,비만전단계비만,준비운동,소도구 동적 스트레칭,80,10
50대,비만전단계비만,준비운동,테이블 이용하여 팔 들어 올리기,70,10
50대,비만전단계비만,준비운동,흔들어 체조,50,10
50대,비만전단계비만,본운동,등척성 코어 운동,100,30
50대,비만전단계비만,본운동,달리기,300,40
50대,비만전단계비만,본운동,버피운동,350,30
50대,비만전단계비만,본운동,서서 다리로 탄력밴드 당기기 II,120,30
50대,비만전단계비만,본운동,서서 탄력밴드 당겨내리기,120,30
50대,비만전단계비만,본운동,올리기,100,30
50대,비만전단계비만,본운동,수영,250,45
50대,비만전단계비만,본운동,실외 자전거타기,220,60
50대,비만전단계비만,본운동,플랭크,100,15
50대,비만전단계비만,본운동,엎드려서 팔 다리 들기,120,30
50대,비만전단계비만,본운동,윗몸올리기,150,30
50대,비만전단계비만,본운동,소도구 동적 스트레칭,80,30
50대,비만전단계비만,본운동,짐볼 동적 스트레칭,100,30
50대,비만전단계비만,마무리운동,거북이 스트레칭,20,10
50대,비만전단계비만,마무리운동,등,150,10
50대,비만전단계비만,마무리운동,어깨 뒤쪽 스트레칭,30,10
50대,비만전단계비만,마무리운동,목 스트레칭,20,5
50대,비만전단계비만,마무리운동,무릎 높여 제자리 달리기,220,10
50대,비만전단계비만,마무리운동,옆구리 스트레칭,40,5
50대,비만전단계비만,마무리운동,소도구 동적 스트레칭,80,10
50대,비만전단계비만,마무리운동,상체 신전 운동,100,10
50대,비만전단계비만,마무리운동,흔들어 체조,50,10
50대,저체중,준비운동,거북이 스트레칭,20,10
50대,저체중,준비운동,다리 벌려 앞으로 상체 숙이기,40,10
50대,저체중,준비운동,제자리 뛰기,200,20
50대,저체중,준비운동,팔굽혀펴기,180,15
50대,저체중,준비운동,흔들어 체조,50,10
50대,저체중,본운동,전신 활성화 걷기,180,30
50대,저체중,본운동,맨몸운동  루틴프로그램,120,30
50대,저체중,본운동,밴드를 당겨요,100,30
50대,저체중,본운동,벽패스,100,30
50대,저체중,본운동,빠른 스텝,220,30
50대,저체중,본운동,팔굽혀펴기,180,15
50대,저체중,마무리운동,거북이 스트레칭,20,10
50대,저체중,마무리운동,다리 모아 상체 숙이기,40,10
50대,저체중,마무리운동,앉아 윗몸 앞으로 굽히기,50,10
50대,저체중,마무리운동,상체 신전 운동,100,10
50대,저체중,마무리운동,흔들어 체조,50,10
50대,저체중,준비운동,거북이 스트레칭,20,10
50대,저체중,준비운동,다리 벌려 앞으로 상체 숙이기,40,10
50대,저체중,준비운동,제자리 뛰기,200,20
50대,저체중,준비운동,팔굽혀펴기,180,15
50대,저체중,준비운동,흔들어 체조,50,10
50대,저체중,본운동,전신 활성화 걷기,180,30
50대,저체중,본운동,맨몸운동  루틴프로그램,120,30
50대,저체중,본운동,밴드를 당겨요,100,30
50대,저체중,본운동,빠른 스텝,220,30
50대,저체중,본운동,점핑점핑해요,180,30
50대,저체중,본운동,팔굽혀펴기,180,15
50대,저체중,마무리운동,거북이 스트레칭,20,10
50대,저체중,마무리운동,다리 모아 상체 숙이기,40,10
50대,저체중,마무리운동,앉아 윗몸 앞으로 굽히기,50,10
50대,저체중,마무리운동,상체 신전 운동,100,10
50대,저체중,마무리운동,흔들어 체조,50,10
50대,정상,준비운동,거북이 스트레칭,20,10
50대,정상,준비운동,목 스트레칭,20,5
50대,정상,준비운동,배스트레칭,30,10
50대,정상,준비운동,아래 팔 스트레칭,30,10
50대,정상,준비운동,엉덩이 스트레칭,40,10
50대,정상,준비운동,옆구리 스트레칭,40,5
50대,정상,준비운동,준비운동 스트레칭,80,10
50대,정상,준비운동,한발 앞으로 내밀고 앉았다 일어서기,200,10
50대,정상,준비운동,흔들어 체조,50,10
50대,정상,본운동,등척성 코어 운동,100,30
50대,정상,본운동,누워서 다리 들어올리기,100,30
50대,정상,본운동,서서 다리로 탄력밴드 당기기 II,120,30
50대,정상,본운동,앉았다 일어서기,200,20
50대,정상,본운동,플랭크,100,15
50대,정상,본운동,엎드려서 팔 다리 들기,120,30
50대,정상,본운동,옆구리 스트레칭,40,5
50대,정상,본운동,윗몸올리기,150,30
50대,정상,마무리운동,거북이 스트레칭,20,10
50대,정상,마무리운동,넙다리 안쪽 스트레칭,30,10
50대,정상,마무리운동,넙다리 앞쪽 스트레칭,30,10
50대,정상,마무리운동,무릎굽혀 원 그리기,70,10
50대,정상,마무리운동,아래 팔 스트레칭,30,10
50대,정상,마무리운동,옆구리 스트레칭,40,5
50대,정상,마무리운동,전신 스트레칭,50,10
50대,정상,마무리운동,상체 신전 운동,100,10
50대,정상,마무리운동,흔들어 체조,50,10
50대,정상,준비운동,가슴,180,10
50대,정상,준비운동,어깨 앞쪽 스트레칭,30,10
50대,정상,준비운동,거북이 스트레칭,20,10
50대,정상,준비운동,엉덩이 스트레칭,40,10
50대,정상,준비운동,옆구리 스트레칭,40,5
50대,정상,준비운동,준비운동 스트레칭,80,10
50대,정상,준비운동,소도구 동적 스트레칭,80,10
50대,정상,준비운동,테이블 이용하여 팔 들어 올리기,70,10
50대,정상,준비운동,한발 앞으로 내밀고 앉았다 일어서기,200,10
50대,정상,준비운동,흔들어 체조,50,10
50대,정상,본운동,달리기,300,40
50대,정상,본운동,버피운동,350,30
50대,정상,본운동,서서 다리로 탄력밴드 당기기 I,120,30
50대,정상,본운동,서서 다리로 탄력밴드 당기기 II,120,30
50대,정상,본운동,앉았다 일어서기,200,20
50대,정상,본운동,엉덩이 스트레칭,40,30
50대,정상,본운동,플랭크,100,15
50대,정상,본운동,옆구리 스트레칭,40,5
50대,정상,본운동,윗몸올리기,150,30
50대,정상,본운동,소도구 동적 스트레칭,80,30
50대,정상,본운동,짐볼 동적 스트레칭,100,30
50대,정상,마무리운동,가슴,180,10
50대,정상,마무리운동,어깨 앞쪽 스트레칭,30,10
50대,정상,마무리운동,거북이 스트레칭,20,10
50대,정상,마무리운동,아래 팔 스트레칭,30,10
50대,정상,마무리운동,옆구리 스트레칭,40,5
50대,정상,마무리운동,전신 스트레칭,50,10
50대,정상,마무리운동,상체 신전 운동,100,10
50대,정상,마무리운동,흔들어 체조,50,10
60대,1단계비만,준비운동,가슴 스트레칭,30,10
60대,1단계비만,준비운동,고관절 스트레칭,30,10
60대,1단계비만,준비운동,마주 앉아 대퇴이두근 스트레칭,40,10
60대,1단계비만,준비운동,목 스트레칭,20,5
60대,1단계비만,준비운동,몸통 비틀기,50,10
60대,1단계비만,본운동,걷기,100,60
60대,1단계비만,본운동,고정식 자전거 타기,200,45
60대,1단계비만,본운동,덤벨 스쿼트,220,20
60대,1단계비만,본운동,스텝박스,150,30
60대,1단계비만,본운동,스텝박스 유산소,250,30
60대,1단계비만,본운동,실내 자전거,180,30
60대,1단계비만,본운동,플랭크,100,15
60대,1단계비만,본운동,짐볼 크런치,150,30
60대,1단계비만,마무리운동,고관절 스트레칭,30,10
60대,1단계비만,마무리운동,등 스트레칭,30,10
60대,1단계비만,마무리운동,몸통 비틀기,50,10
60대,1단계비만,마무리운동,어깨 스트레칭,30,10
60대,1단계비만,마무리운동,종아리 스트레칭,30,10
60대,1단계비만,준비운동,고관절 스트레칭,30,10
60대,1단계비만,준비운동,마주 앉아 대퇴이두근 스트레칭,40,10
60대,1단계비만,준비운동,목 스트레칭,20,5
60대,1단계비만,준비운동,몸통 비틀기,50,10
60대,1단계비만,준비운동,어깨 스트레칭,30,10
60대,1단계비만,준비운동,엉덩이 스트레칭,40,10
60대,1단계비만,준비운동,전신 스트레칭,50,10
60대,1단계비만,본운동,달리기,300,40
60대,1단계비만,본운동,덤벨 스쿼트,220,20
60대,1단계비만,본운동,서서 팔꿈치 펴기,100,30
60대,1단계비만,본운동,스텝박스,150,30
60대,1단계비만,본운동,스텝박스 유산소,250,30
60대,1단계비만,본운동,실내 자전거,180,30
60대,1단계비만,본운동,앉아서 당겨 내리기,100,30
60대,1단계비만,마무리운동,고관절 스트레칭,30,10
60대,1단계비만,마무리운동,등 스트레칭,30,10
60대,1단계비만,마무리운동,앉아서 덤벨로 손목 굽히기,50,10
60대,1단계비만,마무리운동,종아리 스트레칭,30,10
60대,1단계비만,마무리운동,척추 스트레칭,30,10
60대,1단계비만,마무리운동,회전근개 스트레칭,30,10
60대,2단계비만,준비운동,고관절 스트레칭,30,10
60대,2단계비만,준비운동,마주 앉아 대퇴이두근 스트레칭,40,10
60대,2단계비만,준비운동,목 스트레칭,20,5
60대,2단계비만,준비운동,몸통 비틀기,50,10
60대,2단계비만,준비운동,배 스트레칭,30,10
60대,2단계비만,준비운동,엉덩이 스트레칭,40,10
60대,2단계비만,준비운동,허리 스트레칭,40,10
60대,2단계비만,본운동,고정식 자전거 타기,200,45
60대,2단계비만,본운동,고정식 트레드밀에서 걷기,150,30
60대,2단계비만,본운동,물통으로 양팔 들어올리기,100,30
60대,2단계비만,본운동,밴드 머리 뒤로 들어올리기,120,30
60대,2단계비만,본운동,벽에서 팔굽혀 펴기,150,30
60대,2단계비만,마무리운동,고관절 스트레칭,30,10
60대,2단계비만,마무리운동,내전근 스트레칭,30,10
60대,2단계비만,마무리운동,몸 앞으로 굽히기,40,10
60대,2단계비만,마무리운동,옆구리 스트레칭,40,5
60대,2단계비만,마무리운동,종아리 스트레칭,30,10
60대,2단계비만,마무리운동,팔꿈치 맞닿아 원그리기,60,10
60대,2단계비만,준비운동,고관절 스트레칭,30,10
60대,2단계비만,준비운동,목 스트레칭,20,5
60대,2단계비만,준비운동,몸통 비틀기,50,10
60대,2단계비만,준비운동,엉덩이 스트레칭,40,10
60대,2단계비만,준비운동,허리 스트레칭,40,10
60대,2단계비만,본운동,고정식 자전거 타기,200,45
60대,2단계비만,본운동,고정식 트레드밀에서 걷기,150,30
60대,2단계비만,본운동,덤벨 스쿼트,220,20
60대,2단계비만,본운동,밴드 머리 뒤로 들어올리기,120,30
60대,2단계비만,본운동,벽에서 팔굽혀 펴기,150,30
60대,2단계비만,본운동,서서 팔꿈치 펴기,100,30
60대,2단계비만,본운동,스텝박스 유산소,250,30
60대,2단계비만,마무리운동,고관절 스트레칭,30,10
60대,2단계비만,마무리운동,몸 앞으로 굽히기,40,10
60대,2단계비만,마무리운동,앉아서 덤벨로 손목 굽히기,50,10
60대,2단계비만,마무리운동,옆구리 스트레칭,40,5
60대,2단계비만,마무리운동,종아리 스트레칭,30,10
60대,3단계비만,준비운동,고정식 트레드밀에서 걷기,150,10
60대,3단계비만,준비운동,깍지 끼고 상체 숙이기,40,10
60대,3단계비만,준비운동,발가락 폄근 스트레칭,30,10
60대,3단계비만,준비운동,어깨 스트레칭,30,10
60대,3단계비만,준비운동,의자 코어 회전,70,10
60대,3단계비만,준비운동,회전근개 스트레칭,30,10
60대,3단계비만,본운동,덤벨 잡고 뒤꿈치 들기,100,30
60대,3단계비만,본운동,덤벨 사이드 밴드,100,30
60대,3단계비만,본운동,실내 자전거,180,30
60대,3단계비만,본운동,아쿠아로빅-발 닿기,180,30
60대,3단계비만,본운동,앉아서 다리 펴기,50,30
60대,3단계비만,본운동,레그 컬,70,30
60대,3단계비만,마무리운동,목 돌림 스트레칭,30,10
60대,3단계비만,마무리운동,밴드 걸고 옆으로 누워 다리 올리기,120,10
60대,3단계비만,마무리운동,밴드 잡고 누워서 다리 밀기,120,10
60대,3단계비만,마무리운동,어깨 스트레칭,30,10
60대,3단계비만,마무리운동,회전근개 스트레칭,30,10
60대,3단계비만,준비운동,고정식 트레드밀에서 걷기,150,10
60대,3단계비만,준비운동,깍지 끼고 상체 숙이기,40,10
60대,3단계비만,준비운동,대퇴사두근 스트레칭,30,10
60대,3단계비만,준비운동,발가락 폄근 스트레칭,30,10
60대,3단계비만,준비운동,의자 코어 회전,70,10
60대,3단계비만,준비운동,회전근개 스트레칭,30,10
60대,3단계비만,본운동,덤벨 잡고 뒤꿈치 들기,100,30
60대,3단계비만,본운동,덤벨 사이드 밴드,100,30
60대,3단계비만,본운동,실내 자전거,180,30
60대,3단계비만,본운동,아쿠아로빅-발 닿기,180,30
60대,3단계비만,본운동,앉아서 다리 펴기,50,30
60대,3단계비만,본운동,레그 컬,70,30
60대,3단계비만,마무리운동,목 돌림 스트레칭,30,10
60대,3단계비만,마무리운동,어깨 스트레칭,30,10
60대,3단계비만,마무리운동,의자 코어 회전,70,10
60대,3단계비만,마무리운동,짐볼 들고 양옆으로 돌리기,80,10
60대,3단계비만,마무리운동,회전근개 스트레칭,30,10
60대,비만전단계비만,준비운동,가슴 스트레칭,30,10
60대,비만전단계비만,준비운동,고관절 스트레칭,30,10
60대,비만전단계비만,준비운동,등,150,10
60대,비만전단계비만,준비운동,어깨 뒤쪽 스트레칭,30,10
60대,비만전단계비만,준비운동,목 스트레칭,20,5
60대,비만전단계비만,준비운동,몸통 비틀기,50,10
60대,비만전단계비만,준비운동,의자 잡고 후방으로 한발 뻗어 들기,70,10
60대,비만전단계비만,본운동,넙다리 뒤쪽 스트레칭,30,30
60대,비만전단계비만,본운동,카프 레이즈,100,30
60대,비만전단계비만,본운동,실내 자전거,180,30
60대,비만전단계비만,본운동,앉았다 일어서기,200,20
60대,비만전단계비만,본운동,엉덩이 스트레칭,40,30
60대,비만전단계비만,본운동,플랭크,100,15
60대,비만전단계비만,본운동,엎드려서 팔 다리 들기,120,30
60대,비만전단계비만,본운동,옆구리 스트레칭,40,5
60대,비만전단계비만,본운동,좌우 찍기,150,30
60대,비만전단계비만,마무리운동,고관절 스트레칭,30,10
60대,비만전단계비만,마무리운동,넙다리 안쪽 스트레칭,30,10
60대,비만전단계비만,마무리운동,등 스트레칭,30,10
60대,비만전단계비만,마무리운동,몸통 비틀기,50,10
60대,비만전단계비만,마무리운동,어깨 스트레칭,30,10
60대,비만전단계비만,마무리운동,종아리 스트레칭,30,10
60대,비만전단계비만,준비운동,가슴 스트레칭,30,10
60대,비만전단계비만,준비운동,고관절 스트레칭,30,10
60대,비만전단계비만,준비운동,목 스트레칭,20,5
60대,비만전단계비만,준비운동,몸통 비틀기,50,10
60대,비만전단계비만,준비운동,엉덩이 스트레칭,40,10
60대,비만전단계비만,준비운동,하체 스트레칭 2,40,10
60대,비만전단계비만,본운동,넙다리 뒤쪽 스트레칭,30,30
60대,비만전단계비만,본운동,달리기,300,40
60대,비만전단계비만,본운동,마주 앉아 대퇴이두근 스트레칭,40,30
60대,비만전단계비만,본운동,밴드 하체 균형 운동,120,30
60대,비만전단계비만,본운동,서서 팔꿈치 펴기,100,30
60대,비만전단계비만,본운동,실내 자전거,180,30
60대,비만전단계비만,본운동,앉아서 당겨 내리기,100,30
60대,비만전단계비만,본운동,앉았다 일어서기,200,20
60대,비만전단계비만,본운동,엉덩이 스트레칭,40,30
60대,비만전단계비만,본운동,플랭크,100,15
60대,비만전단계비만,마무리운동,고관절 스트레칭,30,10
60대,비만전단계비만,마무리운동,앉아서 덤벨로 손목 굽히기,50,10
60대,비만전단계비만,마무리운동,어깨 올리기,60,10
60대,비만전단계비만,마무리운동,전신 스트레칭,50,10
60대,비만전단계비만,마무리운동,종아리 스트레칭,30,10
60대,비만전단계비만,마무리운동,척추 스트레칭,30,10
60대,비만전단계비만,마무리운동,회전근개 스트레칭,30,10
60대,저체중,준비운동,거북이 스트레칭,20,10
60대,저체중,준비운동,다리 벌려 앞으로 상체 숙이기,40,10
60대,저체중,준비운동,제자리 뛰기,200,20
60대,저체중,준비운동,팔굽혀펴기,180,15
60대,저체중,준비운동,흔들어 체조,50,10
60대,저체중,본운동,공 양손으로 주고 받기,70,30
60대,저체중,본운동,맨몸운동  루틴프로그램,120,30
60대,저체중,본운동,밴드를 당겨요,100,30
60대,저체중,본운동,벽패스,100,30
60대,저체중,본운동,등 신전 운동,80,30
60대,저체중,본운동,팔굽혀펴기,180,15
60대,저체중,마무리운동,거북이 스트레칭,20,10
60대,저체중,마무리운동,앉아 윗몸 앞으로 굽히기,50,10
